id,slope,r_squared,slope_norm,n_phases,phase_sequence,peak_mass,peak_frame,trough_mass,mean_mass,active_fraction_t0,n_cells_t0,max_cell_area_t0,spatial_type,lifecycle_class,intensity_percentile,duration_frames,recommended_N_hint
S812418,112646.3592857143,0.09234044341718758,0.253,1,G,37601280.0,48,323882.0,1532592.3673469387,0.03660753038194445,59,1346,cluster,STEADY,81.4,49,2500
S836756,2101.191530612246,0.46640550242119777,-0.0431,2,G→D,239734.0,26,90250.0,173788.20408163266,0.011555989583333334,49,294,cluster,QUIESCENT,42.1,49,2500
S818320,-7714.005918367349,0.6847684123614437,-0.0694,1,D,2537357.0,9,2090180.0,2310585.4285714286,0.2464599609375,119,8700,cluster,STEADY,33.6,49,2500
S797836,-8.47469387755098,0.00011697893816567925,-0.0487,1,D,47136.0,26,9005.0,26032.102040816328,0.0024007161458333335,26,126,quiescent,QUIESCENT,39.5,49,1802
S851469,-694082.2329591839,0.6599424147162626,-1.9077,1,D,35965781.0,13,7518103.0,16804984.81632653,0.9548204210069444,8,140604,mcs,RAPID_DECAY,5.9,49,1854
S816963,45307.610408163266,0.754920195833958,0.0726,1,G,5327678.0,48,2425325.0,3415578.551020408,0.1970553927951389,68,13478,cluster,STEADY,66.9,49,2500
S794907,-38465.11877551021,0.9394719937534378,-0.1517,1,D,4171384.0,12,2480508.0,3493477.775510204,0.3569132486979167,64,51313,mcs,STEADY,23.4,49,2500
S842277,815680.0757142858,0.7116141849116513,2.136,1,G,37601280.0,36,3096726.0,15069031.81632653,0.23264567057291666,35,34074,mcs,RAPID_GROWTH,95.4,49,2482
S834355,-978.6298979591842,0.01960082639012451,-0.0513,1,D,327092.0,26,40584.0,190602.81632653062,0.00421142578125,9,259,quiescent,QUIESCENT,38.0,49,954
S831524,1100490.7141836735,0.7239548999566345,2.8988,2,G→P,37601280.0,29,330010.0,15575632.551020408,0.06998697916666667,31,3635,cluster,RAPID_GROWTH,99.4,49,2119
S823268,-95746.78265306124,0.11403966107042736,-0.3052,1,D,34164911.0,0,4614556.0,6716851.6122448975,0.9145033094618056,3,133408,mcs,STEADY,16.5,49,1564
S824192,-87070.1774489796,0.9377665562844097,-0.2819,1,D,4792718.0,0,1350758.0,2805758.1428571427,0.4764268663194444,55,58606,mcs,STEADY,17.3,49,2500
S833512,373851.5524489793,0.10124681870092382,0.9526,1,G,37601280.0,22,1188992.0,14227934.959183674,0.11110432942708333,104,10739,cluster,RAPID_GROWTH,87.8,49,2500
S808948,119845.23316326531,0.8654801083376421,0.2723,1,G,11359245.0,48,5570709.0,7319192.673469388,0.4369981553819444,72,49429,mcs,STEADY,82.4,49,2500
S802291,-41995.93571428571,0.8808027096651375,-0.1612,1,D,3635175.0,8,1790147.0,2987049.1428571427,0.3838568793402778,60,54163,mcs,STEADY,22.7,49,2500
S839940,-446628.59928571427,0.2696382321745733,-1.245,1,D,37601280.0,1,1526952.0,10229405.122448979,0.1324123806423611,22,11729,cluster,RAPID_DECAY,10.2,49,1732
S822101,1039365.538877551,0.6379553630304643,2.7351,2,G→D,37601280.0,25,261125.0,18035309.591836736,0.03639051649305555,25,2248,cluster,GROWTH_DECAY,98.8,49,1786
S835169,-53817.93479591837,0.9624768995802129,-0.1929,1,D,4116667.0,0,1753644.0,2787752.6938775512,0.2661539713541667,38,35230,mcs,STEADY,21.0,49,2500
S823446,82097.93102040817,0.843207904505428,0.1712,1,G,8420994.0,48,4619915.0,6189518.428571428,0.3966335720486111,46,38028,mcs,STEADY,77.0,49,2500
S820524,-39849.16867346939,0.883216133949452,-0.1554,1,D,7469288.0,8,5536832.0,6418357.897959184,0.4878133138020833,51,70611,mcs,STEADY,22.9,49,2500
S818130,85873.43316326532,0.8663651238513471,0.1813,1,G,5137948.0,33,1500020.0,3603758.224489796,0.18653700086805555,42,8390,cluster,STEADY,78.1,49,2500
S836687,409160.52010204084,0.39170008679253715,1.0472,1,G,29108492.0,42,1928629.0,6311539.408163265,0.1982489691840278,35,16576,cluster,RAPID_GROWTH,88.5,49,2448
S838648,-823927.0438775511,0.6493171041259356,-2.2555,1,D,32981955.0,5,553367.0,10493083.57142857,0.8765936957465278,2,129243,mcs,RAPID_DECAY,3.3,49,1476
S832449,-101965.14010204082,0.008960470757452666,-0.3218,1,D,37601280.0,10,4412262.0,22433899.93877551,0.2772962782118056,86,19195,cluster,STEADY,16.1,49,2500
S829658,387961.9173469388,0.2902517229422785,0.9904,1,G,37601280.0,44,3343607.0,7399490.367346939,0.2616984049479167,40,30473,mcs,RAPID_GROWTH,88.1,49,2500
S819843,88716.86632653061,0.9426633894563488,0.1889,1,G,6991283.0,45,2881778.0,5473708.1632653065,0.23162841796875,27,20545,cluster,STEADY,78.6,49,2081
S830835,84156.27234693879,0.9320980115439707,0.1767,1,G,9899971.0,48,5898867.0,7313052.12244898,0.419921875,103,52992,mcs,STEADY,77.7,49,2500
S829778,41888.63448979591,0.9693422583316426,0.0635,1,G,2460402.0,45,502357.0,1590465.306122449,0.03830295138888889,18,3690,cluster,STEADY,65.0,49,1438
S833544,-374554.12255102035,0.16726849181183456,-1.0519,1,G,37601280.0,6,3059560.0,17877292.30612245,0.2081637912326389,25,30290,mcs,RAPID_DECAY,11.2,49,1958
S825064,165783.61775510202,0.9852861370270845,0.3953,1,G,11559347.0,48,3448312.0,7500841.408163265,0.2063869900173611,41,26794,cluster,STEADY,84.3,49,2500
S831788,99297.10591836736,0.7914349894252688,0.2172,1,G,7112207.0,35,2314709.0,5449020.12244898,0.18528238932291666,89,24636,cluster,STEADY,80.3,49,2500
S807925,-7105.037448979593,0.23953214132971762,-0.0677,1,D,3736554.0,13,2993204.0,3274849.3469387754,0.3454928927951389,101,36683,mcs,STEADY,34.0,49,2500
S813540,-1100979.2180612246,0.7206293696023461,-2.9975,2,P→G,37601280.0,0,44902.0,15515386.612244898,1.0,1,147456,mcs,RAPID_DECAY,0.1,49,1550
S821901,53053.29571428572,0.8750873215679373,0.0934,1,G,3595996.0,47,1151100.0,1954698.2040816327,0.13631184895833334,76,3526,cluster,STEADY,69.2,49,2500
S810646,-83532.07030612246,0.9808459449716265,-0.2724,1,D,9790781.0,4,5976634.0,8118438.020408163,0.6191609700520834,34,85394,mcs,STEADY,17.5,49,2500
S816291,18843.663163265308,0.5313251051035321,0.0018,1,G,4094734.0,39,2671884.0,3607059.5918367347,0.23162841796875,58,27323,cluster,STEADY,53.6,49,2500
S840518,-1036151.2240816328,0.6901820839473782,-2.8239,2,D→G,37601280.0,0,312024.0,14376398.163265307,1.0,1,147456,mcs,RAPID_DECAY,0.7,49,1550
S828809,-20469.391122448982,0.8675074775575631,-0.1035,1,D,7368674.0,5,6108602.0,6776152.326530612,0.4976806640625,85,69687,mcs,STEADY,28.2,49,2500
S815190,18511.890918367346,0.557259055791657,0.0009,1,G,6801525.0,41,5583985.0,6144854.326530612,0.4533555772569444,102,50106,mcs,STEADY,53.5,49,2500
S800708,-21987.23387755103,0.42971331819478853,-0.1076,1,D,6892747.0,15,5256660.0,5967900.897959184,0.6187608506944444,70,89578,mcs,STEADY,27.7,49,2500
S821271,9225.750000000002,0.10064804523708668,-0.024,1,G,3378897.0,48,1735457.0,2249886.836734694,0.13885498046875,20,20317,cluster,STEADY,47.5,49,1638
S828219,-25813.035918367343,0.40187416813118115,-0.1179,1,D,8279309.0,0,6201664.0,7085186.346938776,0.5977986653645834,28,86880,mcs,STEADY,26.4,49,2497
S808402,13518.991326530613,0.7186858198497303,-0.0125,1,G,2068218.0,38,1444788.0,1762479.0204081633,0.15338134765625,60,12380,cluster,STEADY,51.2,49,2500
S823299,1106438.811122449,0.7432324223452013,2.9147,2,G→P,37601280.0,28,565462.0,16644788.897959184,0.06391737196180555,52,5973,cluster,RAPID_GROWTH,99.5,49,2500
S838182,2564.0191836734693,0.11708381654960352,-0.0418,1,G,902225.0,48,518748.0,741135.2653061225,0.037821451822916664,21,1764,cluster,QUIESCENT,42.4,49,1587
S826665,35995.78540816327,0.771904656311838,0.0477,1,G,2286635.0,33,375269.0,1563963.469387755,0.033270941840277776,46,1797,cluster,STEADY,61.7,49,2500
S825136,-42127.065510204084,0.8789856873685791,-0.1615,1,D,5591806.0,10,3803503.0,4767283.775510204,0.3724297417534722,28,54738,mcs,STEADY,22.6,49,2272
S823663,57636.51969387756,0.9112723967076369,0.1057,1,G,3068105.0,48,163514.0,1860879.775510204,0.011969672309027778,15,633,cluster,STEADY,70.5,49,1261
S839451,188622.36275510205,0.022696873003461897,0.4565,1,G,37601280.0,18,248398.0,15358382.632653061,0.17915174696180555,96,4834,cluster,STEADY,84.6,49,2500
S843100,6810.472653061227,0.20846125800286042,-0.0305,1,G,1915388.0,24,1161295.0,1568152.612244898,0.09065077039930555,59,3247,cluster,STEADY,45.4,49,2500
